Idy	Fecha de Respuesta	Nombre Tienda	Nota de Recomendación	Razón LTR	Nivel 1	Nivel 2	Nivel 3	archivo
3308	17/3/2019	Dot	5	No tenian bolsas, ni moños para compras de.regalos. tienen que facilitar pagos en cuotas no con un interes usurero	Precio y ofertas	Tarjetas de crédito / Bancos	Inconformidad con el tipo de financiación	detractores marzo mayo
3309	17/3/2019	Cordoba	6	"Imposible encontrar personal que oriente al cliente acerca de lo que uno busca.  En la parte de decoración, pocas cosas son de calidad , pero caras para lo que son. Hay que jugar con la suerte para encontrar una buena oportunidad; que es lo que me sucedió en la última visita"	Colaboradores	Atención	Falta de personal en piso	detractores marzo mayo
3310	17/3/2019	Mendoza	6	no fue muy buena la atención en las cajas	Cajas	Cajeros	Falta amabilidad y actitud de servicio del cajero	detractores marzo mayo
3311	17/3/2019	Cordoba	1	Poquísima o casi nula ropa de tallas grandes. En mi caso camisas talle 17 1/2 o 18 prácticamente inexistentes. Ambos talle 58 ni uno sólo.... No alcanza con la muy buena disposición del vendedor Jorge	Productos	Disponibilidad	Falta de talles	detractores marzo mayo
3312	17/3/2019	Unicenter	6	Hubo demora en la entrega.	Cajas	Demora	Tiempo de espera en fila	detractores marzo mayo
3313	17/3/2019	Tortugas	0	"Realice una compra de ropa y dos productos de higiene personal, luego de pagar, aproximadamente a las 2200 horas, me dirijo con el ticket a retirar los productos y estuve hasta las 2230 horas,  debido a que el personal que tenia que darme los mismos se habia retirado.
Entonces entiendo que si para cobrar los mismos nos esperan, de igual modo tendrían que darnos los productos.
Cabe aclarar que estuve de las 2130 hasta casi las 2200 para que me cobren por un valor total de 8300 pesos."	Cajas	Demora	Tiempo de espera en fila	detractores marzo mayo
3314	17/3/2019	Unicenter	0	Desorden , falta de precios , mercadería faltante. Mala antencion ( desinterés en proporcionar información ) debí consultar todo el tiempo. Nadie se hacerca a prestar servicio	Colaboradores	Atención	Falta amabilidad y actitud de servicio del colaborador	detractores marzo mayo
3315	17/3/2019	Cordoba	5	Me costó encontrar lo que buscaba. Incomodidad para acceder a las prendas por su ubicación. Una línea de soutien tiene los talles de EEUU y no hay tabla comparativa ni asesores que brinden información. La tienda no tiene financiacion con su propia tarjeta CMR, y me cobraron un interés del 17% en 3 pagos, lo que considero un abuso.	Tienda	Infraestructura 	Falta de orden y limpieza en tienda	detractores marzo mayo
3316	17/3/2019	Tortugas	0	Sacaron las cuotas y los precios que manejan hacen IMPOSIBLE seguir comprando en efectivo	Precio y ofertas	Precios	Insatisfacción con los precios	detractores marzo mayo
3317	17/3/2019	Unicenter	4	Porque prácticamente nos atendimos solas. Pista hacer una pregunta teníamos que ir a buscar a la vendedora que nos contestaba y seguía conversado con su compañero	Colaboradores	Atención	Falta amabilidad y actitud de servicio del colaborador	detractores marzo mayo
3318	17/3/2019	Tortugas	5	Estuve más de media hora para hacer el pago.	Cajas	Demora	Tiempo de espera en fila	detractores marzo mayo
3319	17/3/2019	Unicenter	5	"La srta. Que estaba en calzados se tomaba su tiempo en buscarlos aparte traia cuarquier cosa en su afan de atender 5 clientes juntos.
Estube sin exagerar como una hora en el sector para encontrar un par de zapatos"	Colaboradores	Atención	Falta amabilidad y actitud de servicio del colaborador	detractores marzo mayo
3320	17/3/2019	Florida 1 (Florida N°343)	3	Falta atención al público	Colaboradores	Atención	Falta de personal en piso	detractores marzo mayo
3321	17/3/2019	Cordoba	6	por algunos productos pero la atencion del personal no es para nada agradable, solo porq hay prendas para niños y niñas preadolescentes	Colaboradores	Atención	Falta amabilidad y actitud de servicio del colaborador	detractores marzo mayo
3322	17/3/2019	Dot	0	Porque yo no compraría ni medio producto más a Falabella son una estafa	Cliente	Cliente detractor, no brinda detalles	No brinda detalles	detractores marzo mayo
3323	17/3/2019	Rosario	6	Más servicio	Cliente	Cliente detractor, no brinda detalles	No brinda detalles	detractores marzo mayo
3324	17/3/2019	San Juan	3	Por la atension en electro, poco interés de los vendedores	Colaboradores	Atención	Falta amabilidad y actitud de servicio del colaborador	detractores marzo mayo
3325	17/3/2019	Tortugas	5	Porque al llegar a pagar no hay cuotas sin interés ni con su propia tarjeta. Una vergüenza el interés Q cobran	CMR	Financiación	Poca cantidad de cuotas	detractores marzo mayo
3326	17/3/2019	Rosario	6	La cajera MUY mala onda, con mala cara y sin ganas	Cajas	Cajeros	Falta amabilidad y actitud de servicio del cajero	detractores marzo mayo
3327	18/3/2019	Cordoba	5	Solicite un maquillaje para piel grasa y me dieron uno para piel seca. Es muy lindo pero no es para mí tipo de piel.	Colaboradores	Atención	Falta amabilidad y actitud de servicio del colaborador	detractores marzo mayo
3328	18/3/2019	Cordoba	3	"Porque lo que la ropa ...no estaban actualizados los precios y tenias que ir von cada prenda a averiguar el precio en los verificadores!!
2°) en las cajas...falta de sentido comun de todas las cajeras...porque NO se fijan si en la fila hay alguien que necesita pasar antes como por ejemplo adultos mayores o con niños pequeños!! Y no son muh amables y no explican las diferentes formas de pago!!"	Precio y ofertas	Precios	Poca visibilidad de los precios	detractores marzo mayo
3329	18/3/2019	Mendoza	2	Por el pago, si o si en un pago, o con mucho interes. Tanto con CMR o Visa. Eso me parecio muy mal. Al menos con CMR deberían ser 3 sin interes. Hice una compra medianamente grande y tuve que pagar en efectivo la mitad para al menos así poderlo hacer en 2 veces sin interes.	Precio y ofertas	Tarjetas de crédito / Bancos	Inconformidad con el tipo de financiación	detractores marzo mayo
3330	18/3/2019	Cordoba	0	Pésima atención del personal .... ofertas mentirosas.... cero financiación	Precio y ofertas	Precios	Promoción engañosa / Inconveniente con promoción	detractores marzo mayo
3331	18/3/2019	Rosario	5	mi evaluacion se debe a la escasa cantidad de productos y a la poca visibilidad de los precios de los mismos. En algunos casos habia carteles con ofertas y en casos no lo tenian	Precio y ofertas	Precios	Poca visibilidad de los precios	detractores marzo mayo
3332	18/3/2019	Rosario	5	NO ENCONTRE BUENOS PRECIOS Y TAMPOCO FINANCIACION CON TARJETA CMR	Precio y ofertas	Precios	Insatisfacción con los precios	detractores marzo mayo
3333	18/3/2019	Unicenter	2	Por qué al.ir a buscar mi pedido dos días después de los pactado, me informan que se encontraba demorado y no fui avisada	C&C	C&C	C&C	detractores marzo mayo
3334	18/3/2019	Mendoza	2	muy caro los precios y poca o nula oferta de formas de pago...es decir descuentos por pago en efectivo,cuotas sin interes etc	Precio y ofertas	Precios	Insatisfacción con los precios	detractores marzo mayo
3335	18/3/2019	Avellaneda	4	No hay variedad de productos	Productos	Disponibilidad	Falta variedad/ Baja calidad	detractores marzo mayo
3336	18/3/2019	Unicenter	0	Porque fui mal atendida por la operadora	Colaboradores	Atención	Falta amabilidad y actitud de servicio del colaborador	detractores marzo mayo
3337	18/3/2019	Unicenter	5	Porque la gente de caja no se vio comprometida a solucionarme que no había impreso el comprobante de la AFIP para hacer factura A. Sí era por ellos terminaba comprando en otro local. De hecho la cajera se quedó atendiendo a otra empleada del lugar que quería comprar algo después de mi. Sí no fuera por mí persistencia y por la única persona que estaba en atención al cliente que me ayudó se perdían una venta de un celular. No creo que se puedan dar esos lujos hoy en día. Espantan al cliente así.  Otra cosa: con la sala de espera de atención al cliente con la puerta cerrada, es imposible saber que uno tiene que pasar. Saludos	Cajas	Cajeros	Falta amabilidad y actitud de servicio del cajero	detractores marzo mayo
3338	18/3/2019	Avellaneda	6	PORQUE FUI A A HACER UN CAMBIO, EL PRODUCTO ESTABA EN EXHIBICION A UN PRECIO Y A MI ME LO TOMARON A UN PRECIO MENOR POR HABER SIDO COMPRADO POR INTERNET, ESO ES LO QUE ME CONTESTARON A MI PREGUNTA NO ME PARECE CORRECTO EL ACTUAR DE LA TIENDA.	Devoluciones	Disconformidad con Politicas Falabella	Sin cambio sobre productos de cuidado personal	detractores marzo mayo
3339	18/3/2019	Dot	3	Porque compre un termo importado q nadie me supo explicar xq no tenia el tapon. Voy a pagar y me dicen q tienen q cargar los datos porqie no estoy en el sistema. Cuando soy un cliente premium y compro siempre. Hasta viajes. Segundo las cuotas tenian recargo, y q me tenian q dar una factura mas importante porque mi compra era superior a 5.000 pesos. Inentendible la actitud. Para despues decirme que NO era del sector. Pregunte como funcionaba la tapa del termi q me daban ahi (en caja) tuve q esperar el termo y nadie supo decirme si tenia garantia termo de 3.999 pesos. Realmente muy desprolijo todo. Yo no se si uds tienen un problema con los empleados. Pero esta vez volvi a notar l falta de empleados capacitados. Lo mismo hicieron alla por el 2008 y deje de comprarles por un tiempo. Tener una tarjeta propia y no dar fi anciacion y no capacitar los empleados habla de una falta total de profesionalidad y de interes por el consumidor. No se cuando volvere a comprarles. Tristisimo. No saber cuidar al cliente es un error increible en esta coyuntura del pais.	Colaboradores	Atención	Falta amabilidad y actitud de servicio del colaborador	detractores marzo mayo
3340	18/3/2019	Cordoba	5	Me pareció carísimo, siempre compro pero esta vez me sorprendieron los precios. Además no vi demasiada variedad	Precio y ofertas	Precios	Insatisfacción con los precios	detractores marzo mayo
3341	18/3/2019	Unicenter	5	Costo que nos atiendan. Faltan indicadores de precio.	Precio y ofertas	Precios	Poca visibilidad de los precios	detractores marzo mayo
3342	18/3/2019	Unicenter	1	Hola, buenas tardes. Compré un juego de sabanas twin. Decía un cartel enorme que tenía 40% de descuento. Fui al verificador de precio y marco que valía un determinado valor y asumí que ese era el precio del producto. Una vez en la caja me dijeron que el verificador ya emite el precio con el descuento. Realmente roza la estafa. Si es así lo tienen que identificar claramente en algún sitio y porque el cliente no tiene porque saber ni adivinar la  de clase de política que utiliza Falabella.	Precio y ofertas	Precios	Promoción engañosa / Inconveniente con promoción	detractores marzo mayo
3343	18/3/2019	Tortugas	2	"Cuando salía sono la alarma, me acerque a la persona que estaba de vigilancia, una de las prendas no se las sacaron el la caja. Le quise mostrar el ticket a lo que me respondió ""gracias me csirve para escachar al de la caja y comenzó a querer sacar la alarma al no soltarte empezó a darle golpe contra la pared y luego abrió un armario y se puso a intentarlo dentro cuando me asomo estaba con el aparato de la alarma y a la vez haciendo palanca con una tijera... obviamente la rompió... espéreme un segundo que le consigo otra prenda igual, no había le traje esta (nada que ver) sígame que le hacemos la devolución... no se cuanto tiempo perdí... me lleve  una giftcard por el monto pero nunca un disculpe por la demora!!!
Como no los voy a evaluar mal... Estaba todo genial pero hacer palanca con una tijera y ni perdo por las molestias... pésimo."	Cajas	Alarma	Producto con alarma	detractores marzo mayo
3344	18/3/2019	Mendoza	3	DIA DOMINGO HORA PICO EN EL SHOPPING Y SOLO DOS CAJEROS ATENDIENDO	Cajas	Demora	Tiempo de espera en fila	detractores marzo mayo
3345	18/3/2019	Cordoba	6	Mucha cola para pagar	Cajas	Demora	Tiempo de espera en fila	detractores marzo mayo
3346	18/3/2019	Mendoza	2	Porque  los precios de ropa y otro elementos me parecieron muy altos en relación a la calidad. Finalmente hice una compra de artículos para el hogar, pero tengo que pagar el flete para poder retirarla. Eso sería correcto si yo la pidiera con entrega a domicilio, pero es vergonzoso que me hagan pagar un flete por un producto que ofrecen y que deberían tener en vuestra tienda, y, de no ser así, encargarse ustedes de los costos de envío. Soy comerciante y no hago que mis clientes paguen el flete.	Precio y ofertas	Precios	Insatisfacción con los precios	detractores marzo mayo
3347	18/3/2019	Unicenter	0	Porque Falabella cada día está peor.	Cliente	Cliente detractor, no brinda detalles	No brinda detalles	detractores marzo mayo
3348	19/3/2019	San Juan	3	Realmente el personal da vueltas y vueltas, las cajas son muy lentas y para comprar una billetera he tenido que volver dos veces porque mi marido no quería esperar tanto , ni te miran  y solo volví porque no encontré una que me gustara en otro lugar . Muy mal atendido, ni una sola empleada me ofreció ayuda  la verdad es fue al de Chile y me atendieron increíble. Esto es una cuestión de brindar servicio y esa materia en Argentina la tenemos aplazada.Gracias	Cajas	Demora	Tiempo de espera en fila	detractores marzo mayo
3349	19/3/2019	Avellaneda	5	Poca variedad de productos	Productos	Disponibilidad	Falta variedad/ Baja calidad	detractores marzo mayo
3350	19/3/2019	Florida 1 (Florida N°343)	6	Porque no el día que fui prácticamente no había empleados en el área de electro, debiendo esperar al menos 20 minutos para ser atendido, ya que los dos empleados que estaban allí debían atender a todos	Colaboradores	Atención	Falta de personal en piso	detractores marzo mayo
3351	19/3/2019	Mendoza	0	Porque nos atendieron muy mal, al elegir los zapatos nos dieron uno de cada marca, tuvimos que volver a cambiarlos y nos dieron los dos zapatos de diferentes talles	Colaboradores	Atención	Falta amabilidad y actitud de servicio del colaborador	detractores marzo mayo
3352	19/3/2019	Avellaneda	2	Porque estan abusandose cn los precios	Precio y ofertas	Precios	Insatisfacción con los precios	detractores marzo mayo
